"No.","Time","Source","Destination","Protocol","Length","DateTime"
"16904","1540530939.044644","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:15:39.044644"
"16914","1540530968.971900","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:16:08.971900"
"16923","1540530999.044968","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:16:39.044968"
"16927","1540531029.125044","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:17:09.125044"
"16931","1540531041.028769","192.168.1.1","192.168.1.132","DNS","323","2018-10-26 05:17:21.028769"
"16933","1540531041.034745","2.16.60.139","192.168.1.132","TCP","66","2018-10-26 05:17:21.034745"
"16937","1540531041.040494","2.16.60.139","192.168.1.132","TCP","60","2018-10-26 05:17:21.040494"
"16947","1540531059.204875","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:17:39.204875"
"16951","1540531088.106141","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:18:08.106141"
"16960","1540531118.164722","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:18:38.164722"
"16966","1540531148.244546","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:19:08.244546"
"16974","1540531178.324627","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:19:38.324627"
"16984","1540531208.242550","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:20:08.242550"
"16987","1540531238.324631","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:20:38.324631"
"16997","1540531268.404464","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:21:08.404464"
"17001","1540531298.484796","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:21:38.484796"
"17011","1540531328.381481","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:22:08.381481"
"17020","1540531358.484558","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:22:38.484558"
"17024","1540531388.564636","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:23:08.564636"
"17034","1540531418.644237","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:23:38.644237"
"17038","1540531448.520170","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:24:08.520170"
"17049","1540531478.644479","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:24:38.644479"
"17053","1540531508.724563","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:25:08.724563"
"17063","1540531538.804395","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:25:38.804395"
"17073","1540531568.656861","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:26:08.656861"
"17078","1540531598.724450","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:26:38.724450"
"17088","1540531628.804286","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:27:08.804286"
"17092","1540531658.884370","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:27:38.884370"
"17102","1540531688.809544","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:28:08.809544"
"17113","1540531718.884447","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:28:38.884447"
"17115","1540531748.964354","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:29:08.964354"
"17125","1540531779.044258","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:29:39.044258"
"17129","1540531808.946011","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:30:08.946011"
"17140","1540531838.964443","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:30:38.964443"
"17144","1540531869.044338","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:31:09.044338"
"17154","1540531899.124481","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:31:39.124481"
"17164","1540531928.082259","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:32:08.082259"
"17169","1540531941.147838","192.168.1.1","192.168.1.132","DNS","337","2018-10-26 05:32:21.147838"
"17171","1540531941.153823","2.16.60.139","192.168.1.132","TCP","66","2018-10-26 05:32:21.153823"
"17174","1540531941.159818","2.16.60.139","192.168.1.132","TCP","60","2018-10-26 05:32:21.159818"
"17177","1540531958.164900","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:32:38.164900"
"17187","1540531988.245036","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:33:08.245036"
"17191","1540532018.324662","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:33:38.324662"
"17201","1540532048.218664","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:34:08.218664"
"17206","1540532078.338502","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:34:38.338502"
"17216","1540532108.443362","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:35:08.443362"
"17226","1540532138.484761","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:35:38.484761"
"17230","1540532168.354000","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:36:08.354000"
"17239","1540532198.404890","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:36:38.404890"
"17243","1540532228.484757","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:37:08.484757"
"17253","1540532258.565125","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:37:38.565125"
"17257","1540532288.530058","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:38:08.530058"
"17258","1540532290.007219","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:38:10.007219"
"17267","1540532320.014873","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:38:40.014873"
"17277","1540532350.084993","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:39:10.084993"
"17281","1540532380.164862","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:39:40.164862"
"17291","1540532408.625893","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:40:08.625893"
"17292","1540532408.625897","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:40:08.625897"
"17297","1540532438.645040","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:40:38.645040"
"17307","1540532468.724902","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:41:08.724902"
"17317","1540532498.804758","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:41:38.804758"
"17321","1540532528.763939","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:42:08.763939"
"17332","1540532558.804817","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:42:38.804817"
"17336","1540532588.884923","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:43:08.884923"
"17346","1540532618.965030","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:43:38.965030"
"17350","1540532648.918457","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:44:08.918457"
"17361","1540532678.965082","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:44:38.965082"
"17369","1540532709.045435","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:45:09.045435"
"17373","1540532739.124791","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:45:39.124791"
"17383","1540532768.053051","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:46:08.053051"
"17388","1540532798.165143","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:46:38.165143"
"17398","1540532828.244739","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:47:08.244739"
"17402","1540532841.348278","192.168.1.1","192.168.1.132","DNS","337","2018-10-26 05:47:21.348278"
"17404","1540532841.354267","2.16.60.139","192.168.1.132","TCP","66","2018-10-26 05:47:21.354267"
"17407","1540532841.360263","2.16.60.139","192.168.1.132","TCP","60","2018-10-26 05:47:21.360263"
"17410","1540532858.325093","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:47:38.325093"
"17420","1540532888.190070","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:48:08.190070"
"17431","1540532918.244936","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:48:38.244936"
"17435","1540532948.324787","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:49:08.324787"
"17445","1540532978.404888","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:49:38.404888"
"17449","1540533008.325330","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:50:08.325330"
"17460","1540533038.404930","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:50:38.404930"
"17464","1540533068.484779","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:51:08.484779"
"17474","1540533098.564878","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:51:38.564878"
"17484","1540533128.462582","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:52:08.462582"
"17489","1540533158.484964","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:52:38.484964"
"17499","1540533188.564813","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:53:08.564813"
"17503","1540533218.644912","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:53:38.644912"
"17513","1540533248.600082","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:54:08.600082"
"17524","1540533278.644952","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:54:38.644952"
"17528","1540533308.724802","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:55:08.724802"
"17538","1540533338.804900","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:55:38.804900"
"17542","1540533368.737583","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:56:08.737583"
"17551","1540533398.804938","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:56:38.804938"
"17555","1540533428.884536","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:57:08.884536"
"17565","1540533458.964651","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:57:38.964651"
"17575","1540533488.892087","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 05:58:08.892087"
"17578","1540533518.964670","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:58:38.964670"
"17588","1540533549.044767","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:59:09.044767"
"17592","1540533579.124613","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 05:59:39.124613"
"17602","1540533608.027631","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:00:08.027631"
"17607","1540533638.084990","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:00:38.084990"
"17617","1540533668.164844","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:01:08.164844"
"17627","1540533698.244434","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:01:38.244434"
"17631","1540533724.835023","192.168.1.1","192.168.1.132","DNS","221","2018-10-26 06:02:04.835023"
"17633","1540533724.843517","192.168.1.1","192.168.1.132","DNS","484","2018-10-26 06:02:04.843517"
"17648","1540533724.934714","192.168.1.1","192.168.1.132","DNS","142","2018-10-26 06:02:04.934714"
"17650","1540533724.935713","192.168.1.1","192.168.1.132","DNS","174","2018-10-26 06:02:04.935713"
"17665","1540533728.164629","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:02:08.164629"
"17670","1540533737.757403","216.239.35.8","192.168.1.132","NTP","90","2018-10-26 06:02:17.757403"
"17672","1540533741.482282","192.168.1.1","192.168.1.132","DNS","323","2018-10-26 06:02:21.482282"
"17674","1540533741.488275","2.16.60.139","192.168.1.132","TCP","66","2018-10-26 06:02:21.488275"
"17679","1540533741.494271","2.16.60.139","192.168.1.132","TCP","60","2018-10-26 06:02:21.494271"
"17688","1540533758.244878","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:02:38.244878"
"17692","1540533788.325005","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:03:08.325005"
"17702","1540533818.405870","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:03:38.405870"
"17706","1540533848.302823","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:04:08.302823"
"17717","1540533878.325946","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:04:38.325946"
"17727","1540533908.406025","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:05:08.406025"
"17731","1540533938.486341","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:05:38.486341"
"17741","1540533968.438971","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:06:08.438971"
"17746","1540533998.486785","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:06:38.486785"
"17748","1540534000.969886","216.239.35.0","192.168.1.132","NTP","90","2018-10-26 06:06:40.969886"
"17758","1540534028.566825","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:07:08.566825"
"17762","1540534058.647104","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:07:38.647104"
"17772","1540534088.575463","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:08:08.575463"
"17783","1540534118.647981","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:08:38.647981"
"17787","1540534148.727490","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:09:08.727490"
"17797","1540534178.807743","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:09:38.807743"
"17801","1540534208.713087","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:10:08.713087"
"17812","1540534238.807817","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:10:38.807817"
"17816","1540534244.188530","216.239.35.4","192.168.1.132","NTP","90","2018-10-26 06:10:44.188530"
"17818","1540534268.888051","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:11:08.888051"
"17828","1540534298.985022","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:11:38.985022"
"17838","1540534328.868374","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:12:08.868374"
"17843","1540534358.968316","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:12:38.968316"
"17853","1540534389.049046","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:13:09.049046"
"17857","1540534419.128490","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:13:39.128490"
"17867","1540534449.005823","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:14:09.005823"
"17872","1540534479.128739","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:14:39.128739"
"17880","1540534509.208937","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:15:09.208937"
"17890","1540534539.288634","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:15:39.288634"
"17894","1540534568.141774","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:16:08.141774"
"17905","1540534598.169249","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:16:38.169249"
"17909","1540534628.249429","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:17:08.249429"
"17919","1540534641.550637","192.168.1.1","192.168.1.132","DNS","339","2018-10-26 06:17:21.550637"
"17921","1540534641.556880","2.16.60.82","192.168.1.132","TCP","66","2018-10-26 06:17:21.556880"
"17924","1540534641.562876","2.16.60.82","192.168.1.132","TCP","60","2018-10-26 06:17:21.562876"
"17925","1540534641.562879","2.16.60.82","192.168.1.132","TCP","60","2018-10-26 06:17:21.562879"
"17930","1540534658.329366","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:17:38.329366"
"17938","1540534688.278622","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:18:08.278622"
"17943","1540534718.329569","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:18:38.329569"
"17953","1540534748.409998","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:19:08.409998"
"17957","1540534778.489675","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:19:38.489675"
"17968","1540534808.418435","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:20:08.418435"
"17971","1540534838.489862","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:20:38.489862"
"17981","1540534868.570034","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:21:08.570034"
"17991","1540534898.649720","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:21:38.649720"
"17995","1540534928.553969","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:22:08.553969"
"18004","1540534958.650124","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:22:38.650124"
"18008","1540534988.730289","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:23:08.730289"
"18018","1540535018.809952","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:23:38.809952"
"18022","1540535048.691977","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:24:08.691977"
"18031","1540535078.810365","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:24:38.810365"
"18041","1540535108.890274","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:25:08.890274"
"18045","1540535138.970185","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:25:38.970185"
"18055","1540535168.847208","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:26:08.847208"
"18058","1540535198.970340","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:26:38.970340"
"18068","1540535229.050498","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:27:09.050498"
"18078","1540535259.130402","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:27:39.130402"
"18082","1540535289.022916","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:28:09.022916"
"18083","1540535289.499163","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:28:09.499163"
"18092","1540535319.510604","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:28:39.510604"
"18096","1540535330.675013","216.239.35.12","192.168.1.132","NTP","90","2018-10-26 06:28:50.675013"
"18100","1540535349.530776","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:29:09.530776"
"18108","1540535379.611175","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:29:39.611175"
"18112","1540535408.191192","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:30:08.191192"
"18113","1540535408.191199","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:30:08.191199"
"18125","1540535438.250843","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:30:38.250843"
"18133","1540535468.330741","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:31:08.330741"
"18137","1540535498.410893","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:31:38.410893"
"18147","1540535528.254675","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:32:08.254675"
"18150","1540535541.616329","192.168.1.1","192.168.1.132","DNS","339","2018-10-26 06:32:21.616329"
"18152","1540535541.622575","2.16.60.82","192.168.1.132","TCP","66","2018-10-26 06:32:21.622575"
"18155","1540535541.628321","2.16.60.82","192.168.1.132","TCP","60","2018-10-26 06:32:21.628321"
"18160","1540535558.331075","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:32:38.331075"
"18168","1540535588.411226","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:33:08.411226"
"18172","1540535618.490874","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:33:38.490874"
"18182","1540535648.389625","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:34:08.389625"
"18191","1540535678.511249","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:34:38.511249"
"18195","1540535708.571158","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:35:08.571158"
"18205","1540535738.716788","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:35:38.716788"
"18209","1540535768.527819","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:36:08.527819"
"18220","1540535798.651348","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:36:38.651348"
"18224","1540535828.731179","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:37:08.731179"
"18234","1540535858.810775","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:37:38.810775"
"18244","1540535888.664273","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:38:08.664273"
"18249","1540535918.730150","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:38:38.730150"
"18259","1540535948.810039","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:39:08.810039"
"18263","1540535978.889939","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:39:38.889939"
"18273","1540536008.818937","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:40:08.818937"
"18284","1540536038.889616","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:40:38.889616"
"18288","1540536068.969302","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:41:08.969302"
"18298","1540536099.049245","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:41:39.049245"
"18302","1540536128.953798","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:42:08.953798"
"18313","1540536159.049000","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:42:39.049000"
"18317","1540536189.128972","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:43:09.128972"
"18327","1540536219.208452","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:43:39.208452"
"18331","1540536248.088391","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:44:08.088391"
"18342","1540536278.168374","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:44:38.168374"
"18352","1540536308.248381","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:45:08.248381"
"18356","1540536338.328119","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:45:38.328119"
"18366","1540536368.226234","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:46:08.226234"
"18371","1540536398.327984","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:46:38.327984"
"18381","1540536428.407756","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:47:08.407756"
"18385","1540536441.675660","192.168.1.1","192.168.1.132","DNS","339","2018-10-26 06:47:21.675660"
"18387","1540536441.681653","2.16.60.82","192.168.1.132","TCP","66","2018-10-26 06:47:21.681653"
"18390","1540536441.687399","2.16.60.82","192.168.1.132","TCP","60","2018-10-26 06:47:21.687399"
"18396","1540536458.487780","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:47:38.487780"
"18403","1540536488.362677","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:48:08.362677"
"18414","1540536518.487685","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:48:38.487685"
"18418","1540536548.567723","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:49:08.567723"
"18428","1540536578.647516","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:49:38.647516"
"18432","1540536608.499442","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:50:08.499442"
"18441","1540536638.567498","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:50:38.567498"
"18451","1540536668.647301","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:51:08.647301"
"18455","1540536698.727608","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:51:38.727608"
"18465","1540536728.635266","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:52:08.635266"
"18468","1540536758.727321","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:52:38.727321"
"18478","1540536788.807134","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:53:08.807134"
"18482","1540536818.887205","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:53:38.887205"
"18492","1540536848.771133","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:54:08.771133"
"18501","1540536878.807224","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:54:38.807224"
"18505","1540536908.887296","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:55:08.887296"
"18515","1540536938.966871","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:55:38.966871"
"18519","1540536968.925766","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:56:08.925766"
"18530","1540536998.966866","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:56:38.966866"
"18540","1540537029.046945","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:57:09.046945"
"18544","1540537059.127025","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:57:39.127025"
"18554","1540537088.061261","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 06:58:08.061261"
"18559","1540537118.166836","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:58:38.166836"
"18569","1540537148.246915","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:59:08.246915"
"18573","1540537178.326753","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 06:59:38.326753"
"18583","1540537208.195962","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:00:08.195962"
"18586","1540537238.246816","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:00:38.246816"
"18596","1540537268.326655","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:01:08.326655"
"18606","1540537298.406746","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:01:38.406746"
"18610","1540537324.836670","192.168.1.1","192.168.1.132","DNS","221","2018-10-26 07:02:04.836670"
"18612","1540537324.845164","192.168.1.1","192.168.1.132","DNS","484","2018-10-26 07:02:04.845164"
"18627","1540537324.935861","192.168.1.1","192.168.1.132","DNS","142","2018-10-26 07:02:04.935861"
"18629","1540537324.936861","192.168.1.1","192.168.1.132","DNS","174","2018-10-26 07:02:04.936861"
"18645","1540537328.332425","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:02:08.332425"
"18654","1540537341.731781","192.168.1.1","192.168.1.132","DNS","339","2018-10-26 07:02:21.731781"
"18656","1540537341.737777","2.16.60.82","192.168.1.132","TCP","66","2018-10-26 07:02:21.737777"
"18661","1540537341.743773","2.16.60.82","192.168.1.132","TCP","60","2018-10-26 07:02:21.743773"
"18664","1540537358.407019","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:02:38.407019"
"18668","1540537388.486859","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:03:08.486859"
"18678","1540537418.566701","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:03:38.566701"
"18688","1540537448.468148","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:04:08.468148"
"18691","1540537478.486777","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:04:38.486777"
"18701","1540537508.566623","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:05:08.566623"
"18705","1540537538.646719","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:05:38.646719"
"18715","1540537568.604385","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:06:08.604385"
"18720","1540537598.646753","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:06:38.646753"
"18730","1540537628.726851","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:07:08.726851"
"18740","1540537658.806700","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:07:38.806700"
"18744","1540537688.738383","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:08:08.738383"
"18755","1540537718.806502","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:08:38.806502"
"18759","1540537748.886838","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:09:08.886838"
